DocumentID	Score
36308	-0.353095795618056
63279	-0.484170354524048
63307	-0.910057095148035
35105	-0.971057780845946
63311	-1.337466234548903
67199	-1.873792924184114
64393	-1.982742376670062
62314	-1.997139141964993
82059	-2.570651901347391
13902	-2.894335756850336
26074	-3.033410660650392
62324	-3.249694081705386
65019	-3.913760994683167
34033	-4.241253837856310
51488	-4.961525916923880
41275	-5.077407796695431
51082	-5.276731004979533
51080	-5.276731004979533
68177	-5.323539973446784
65942	-5.593854178681802
13151	-5.823574290737407
28125	-5.825539350505801
71547	-5.825539350505801
38614	-5.825539350505801
52752	-5.825539350505801
82567	-5.825539350505801
