DocumentID	Score
76550	8.349141907432651
72032	8.349141907432651
72134	5.696010579918869
74605	5.385556508263464
77687	5.143281399500768
5185	4.879361725010284
5189	4.879361725010284
5175	4.874299135523452
3666	3.749838686962364
11744	3.279489747851234
2977	2.889612725512004
2510	2.817867419419243
2511	2.817867419419243
30864	2.759769682803798
37657	2.597360142483205
7041	2.109970361789668
78628	1.957013402894537
20778	1.932108994561864
43129	1.883033618085672
21673	1.851450810154994
77431	1.713786280634092
77430	1.713786280634092
75564	1.620724332719235
60421	1.345665363518343
64896	0.830147344161342
21265	0.808499774049268
11852	0.661324835018330
33769	0.385986035069751
63379	0.376461965473405
13519	-0.200139201322751
15334	-0.200139201322751
8310	-0.454573603103674
28717	-0.469391426854849
7799	-0.478026203357116
7798	-0.478026203357116
85188	-0.581495283896917
41351	-0.786342722554317
44232	-1.117742742636601
62309	-1.709024560525662
8872	-1.748998657777462
13600	-1.924396449165547
8511	-1.925506494092724
8828	-1.925506494092724
11690	-2.000411264545839
81564	-2.393873435868315
29116	-2.483340062794341
12097	-3.122443174246506
15211	-3.122443174246506
16678	-3.717036818295870
15583	-3.717036818295870
23698	-3.833752795856936
21077	-5.650589110595015
