DocumentID	Score
74695	21.577052776442919
35853	19.708093358522742
84398	19.393298805812140
54844	18.661947732455072
71102	13.456278099730982
74681	13.024525915213763
9544	12.543299300609814
62586	9.559053198867309
67204	8.898404366963737
37425	7.918483570002708
74652	7.179866384933105
65692	6.892289263017489
79525	6.522810413924626
57569	6.355886468907022
48566	6.214274452271647
81694	5.853771458356841
60811	5.842120558820227
62187	5.815598257960747
37672	5.808574459496977
54925	5.219184063373606
54814	5.053869006195194
32662	4.997515444659113
60471	4.395839411531503
35755	4.131055869758676
82290	3.754544030658860
32575	3.554561526622512
10759	3.483151012161993
6939	2.980075407615919
8780	2.847691046723975
13884	2.500491572654841
49709	2.211560763883326
28762	2.124725950915539
77779	2.093973561671931
28903	2.088186077874317
5650	2.002566781560771
28126	1.972234313041390
56511	1.968027184275683
61652	1.908876796970427
85806	1.884771218251198
4786	1.832929864786321
78878	1.743861236414141
58507	1.693622349979603
61461	1.434053927128585
86304	0.941165304879747
73186	0.832575651731922
64967	0.338941192924650
85281	-0.252959929664794
