DocumentID	Score
59464	32.815763825639124
70466	32.518416184302907
85553	29.333735165742471
78115	28.980771551313097
83201	28.197721705633626
78269	27.644818449133158
81350	26.062134245950091
5166	24.914258524436203
58748	24.357489291697114
53046	23.854149314208502
12858	18.532165787601482
68780	14.351566682369329
27128	13.378805993511788
38350	11.556000713486451
8620	11.294119754787129
34745	11.147500266291987
41121	11.035757353747737
22002	10.870215248336704
38383	10.864137175916319
48882	10.817828083480073
64800	10.436368856146299
54467	10.382231837846259
6104	10.366867126693563
39944	9.438163704010343
85601	9.393240177884094
54214	9.250428802028393
27209	8.363620581037573
22021	6.906687549531105
18246	6.468116386454341
54208	6.270412569177612
18250	6.157761574723066
39961	6.157382734783884
61149	6.097731733899966
13364	5.505903639122567
13348	5.466308402033644
69471	5.353141264397203
83304	5.341017039962861
14376	5.270173288609143
47596	5.197207065691637
54220	4.738742725588176
16894	4.022389948082634
15927	4.001127691616289
30217	1.233379873009604
27966	1.224033322127459
22961	1.193508454145339
19797	1.193508454145339
17276	1.173990518405752
7937	1.173564034485232
6635	1.160286607987406
31141	1.147102559614921
78125	0.543553471924260
73326	0.000000000000000
68028	0.000000000000000
42641	0.000000000000000
23536	-0.382630663500807
5418	-0.564077676634031
5410	-0.564274292693373
