DocumentID	Score
69511	10.305746841564126
35258	10.293140743544313
36318	9.517610158794803
27525	8.802748007345158
27535	7.871322992898063
26257	7.419922859346361
19626	7.261639640229432
12579	6.913088356055378
12658	6.907329164714499
71904	6.708950092239336
26578	6.610808293258596
81949	6.320111833486851
3364	6.133034403869018
26110	6.027883738055802
24483	5.641339335294635
24481	5.494060339966611
19705	5.374783759237364
30016	5.273875000396034
24492	5.212565536016720
19669	4.974232859117863
12855	4.510598926600725
27814	4.302109457319198
24598	4.114119353926178
12856	4.004450272422601
43899	3.993827055839966
13385	3.975354858776837
7359	3.945892711653415
35292	3.827350756749058
13135	3.696318960515487
47896	3.347172841512234
49230	3.188296170414625
13382	2.984714139282708
74200	2.627906563270650
44236	2.455971294037219
36435	2.194908405859870
71648	2.151301408938378
14752	1.636241998473052
67280	1.513769703885116
17505	0.506917204367867
5410	0.119005103389687
5418	0.118912736330412
19700	0.000000000000000
33969	0.000000000000000
32470	0.000000000000000
33964	0.000000000000000
6596	0.000000000000000
11633	0.000000000000000
81347	0.000000000000000
73106	0.000000000000000
39972	-0.473862154788706
