DocumentID	Score
21088	6.890466401886555
22446	1.048749594040566
20837	1.048749594040566
48174	0.488041978484422
50408	0.488041978484422
5014	0.350405650273633
18110	-0.325874512808354
77921	-0.871200001737110
18216	-1.028417713228454
20892	-1.815397031997749
22407	-2.044115852908814
74775	-2.336899650665554
77971	-2.681829531353895
22894	-3.228932831320956
20785	-3.591147166531037
67894	-3.724369663601535
21089	-3.782713504330170
22692	-4.214019499111928
20823	-4.214019499111928
75463	-4.328174987778682
2552	-4.603234271962948
67787	-5.057228629743903
56318	-5.901088452603603
56248	-5.957187657510490
56045	-5.957187657510490
73012	-6.743886993043779
59382	-6.786108504281714
59561	-6.786108504281714
20899	-7.948820149724360
65378	-7.949936673354757
40341	-8.208599083193196
68024	-8.405475109082682
67551	-8.452417677064147
50734	-8.493079361345467
66012	-8.918143936474658
60709	-8.918143936474658
57866	-8.963646300861926
60088	-9.155368314214790
56055	-9.155368314214790
60030	-9.171663741017971
82540	-9.312403569850028
49872	-9.362046316374684
47663	-9.428015065310358
37732	-9.499272151460850
64742	-9.698968245927842
50413	-10.202274958001638
48181	-10.202274958001638
62056	-10.248418907686196
62544	-10.248418907686196
47714	-10.374146843260196
48342	-10.657512143492703
65544	-10.716763400917847
66119	-10.716763400917847
47257	-10.861503050678252
46942	-10.861503050678252
67968	-11.135913527129901
62620	-11.473885321182269
30182	-11.587318836373891
67886	-12.279810030292623
67793	-12.521600209719010
56244	-12.780585969199635
10228	-12.817173452987079
4976	-13.429148665638435
25174	-13.690543629434856
54315	-13.739657127784424
54749	-13.757839841419365
47003	-13.966936620171898
47078	-13.974973695490068
59417	-14.360459780074695
59577	-14.360459780074695
65477	-14.829160706966103
37729	-15.236202980547313
36554	-15.241178215579895
7576	-15.279764819277464
21110	-15.284644462793619
53572	-15.292234958124638
68513	-15.409648713141781
56252	-15.556719120715842
56150	-15.556719120715842
56253	-15.582839586391085
56066	-15.863032326049051
58956	-15.959997965563343
58787	-15.959997965563343
4955	-15.990206188156842
8466	-15.990206188156842
56319	-16.011142389656396
4973	-16.012535148580611
48268	-16.309259535164582
49889	-16.421780699687865
50366	-16.484519089541678
35333	-16.674777476780633
69426	-16.822748311534330
69536	-17.073677535743968
38479	-17.392329146876612
36618	-17.392329146876612
44872	-19.382483541553050
46725	-20.120565171046366
47015	-20.866891014108148
