DocumentID	Score
64476	15.907351843326428
26073	15.662714438094415
65289	15.315641594612062
67717	15.250896933156543
58676	12.095775382340781
24340	11.636318783507750
46566	11.535252203356526
16953	10.915584377729258
61540	10.800955454781361
68812	10.460818296330102
67144	10.401783353772936
56735	10.140729139051849
31530	9.824291505813703
58651	9.596852528440390
56519	9.482745304329400
55187	9.425059393919785
15776	9.356982656309832
51841	9.236192378539098
62293	8.557209867310954
51780	8.490839678188546
29314	8.437660730039310
82229	8.428770594319067
59340	8.229190513932618
25832	8.183977982507146
58428	7.797967261822579
58582	7.755771022369671
23398	6.672021571732505
16575	6.613099138182613
4933	6.204608075527277
73598	6.182338413277455
34684	5.917175681284356
78626	5.363906359831578
61554	3.541401410244100
29729	3.464361786891067
11402	3.355288182446003
49766	2.437214152328234
58504	2.223753658867027
17498	2.110725324089669
51139	1.911224568494988
75624	1.192188492111772
