DocumentID	Score
82290	7.073260394588926
19961	7.059742575563761
10810	7.036035320068301
5177	5.955275863400622
5176	5.955275863400622
10759	5.439026169491589
2829	4.933354536964040
80518	4.901117051342159
54814	4.678750758173805
49600	4.587126903521751
33970	4.563536445689466
54925	4.555694635352393
83932	4.514892057063557
22169	4.183870651063874
52263	4.130604474260164
84272	4.036336264494178
26058	4.033094154112232
82981	3.926314389993804
82392	3.895957882707262
58507	3.839429600437001
8780	3.828700562169585
50264	3.803567532127145
81929	3.776813450878307
77920	3.737905025468244
80449	3.737905025468244
84420	3.734028070257031
22662	3.704110228739269
14942	3.495462210075768
49460	3.488576851172512
43241	3.016752187093878
63369	2.956315834663130
50314	2.952283448808481
8938	2.547076869089230
32662	2.525175684370319
14838	2.259730723449178
58553	2.073768442060517
57755	1.883549344720906
54765	1.839629908854254
35073	1.707369952131808
61652	1.511068805168031
76314	1.325355535323304
79295	1.100743113561036
63616	1.043659254060407
84364	1.020982042059946
67204	1.011884680225154
52301	0.870699689949617
44714	0.842466159666896
49709	0.630491987993654
85265	0.598478857256982
78878	0.597738327054697
5650	0.569279227372949
56511	0.566655050879940
76353	0.000000000000000
