DocumentID	Score
67433	-0.366560011175022
67275	-0.366560011175022
65465	-0.623669914924182
66118	-0.623669914924182
66181	-0.631473618906202
86691	-0.651888139830177
82689	-1.690216943995798
31784	-1.951471806543381
65501	-2.709670795362477
65311	-2.709670795362477
80891	-3.078538013752685
41556	-3.136618574131715
40131	-3.136618574131715
78305	-3.355862797584144
34733	-3.633286063902057
44221	-3.637249659185185
68756	-3.924805050586513
7741	-3.937575090013073
79698	-4.995510172894790
78998	-4.995510172894790
59518	-6.408269573327217
52721	-7.223238100284967
42847	-8.136004193353697
2738	-8.801270905600287
42848	-9.226985000561331
71894	-9.308161823535153
49229	-9.441272980097482
46122	-9.441272980097482
57876	-10.208965701042846
